npm WARN deprecated foo@1.0.0: Use bar@2.0.0 instead
npm http fetch GET 200 https://registry.npmjs.org/jest/-/jest-20.3.13.tgz 124ms
npm http fetch GET 200 https://registry.npmjs.org/react/-/react-16.4.7.tgz 137ms
npm http fetch GET 200 https://registry.npmjs.org/typescript/-/typescript-20.6.15.tgz 295ms
npm http fetch GET 200 https://registry.npmjs.org/vue/-/vue-17.3.18.tgz 302ms
npm http fetch GET 200 https://registry.npmjs.org/webpack/-/webpack-20.8.12.tgz 247ms
npm http fetch GET 200 https://registry.npmjs.org/express/-/express-18.13.13.tgz 125ms
npm http fetch GET 200 https://registry.npmjs.org/react/-/react-17.14.3.tgz 338ms
npm http fetch GET 200 https://registry.npmjs.org/babel-core/-/babel-core-15.9.1.tgz 380ms
npm http fetch GET 200 https://registry.npmjs.org/jest/-/jest-15.11.4.tgz 289ms
npm http fetch GET 200 https://registry.npmjs.org/jest/-/jest-17.0.5.tgz 233ms
npm http fetch GET 200 https://registry.npmjs.org/typescript/-/typescript-19.6.11.tgz 411ms
npm http fetch GET 200 https://registry.npmjs.org/typescript/-/typescript-18.2.5.tgz 385ms
npm http fetch GET 200 https://registry.npmjs.org/lodash/-/lodash-17.10.14.tgz 416ms
npm http fetch GET 200 https://registry.npmjs.org/lodash/-/lodash-17.9.12.tgz 84ms
npm http fetch GET 200 https://registry.npmjs.org/jest/-/jest-18.15.19.tgz 387ms
npm http fetch GET 200 https://registry.npmjs.org/lodash/-/lodash-19.8.4.tgz 407ms
npm http fetch GET 200 https://registry.npmjs.org/webpack/-/webpack-19.11.18.tgz 366ms
npm http fetch GET 200 https://registry.npmjs.org/babel-core/-/babel-core-15.1.0.tgz 486ms
npm http fetch GET 200 https://registry.npmjs.org/lodash/-/lodash-16.3.3.tgz 305ms
npm http fetch GET 200 https://registry.npmjs.org/jest/-/jest-17.7.7.tgz 103ms
npm http fetch GET 200 https://registry.npmjs.org/lodash/-/lodash-20.12.13.tgz 82ms
npm http fetch GET 200 https://registry.npmjs.org/react/-/react-19.8.3.tgz 69ms
npm http fetch GET 200 https://registry.npmjs.org/express/-/express-18.11.19.tgz 373ms
npm http fetch GET 200 https://registry.npmjs.org/react/-/react-16.10.3.tgz 407ms
npm http fetch GET 200 https://registry.npmjs.org/jest/-/jest-18.4.20.tgz 343ms
npm http fetch GET 200 https://registry.npmjs.org/typescript/-/typescript-16.6.8.tgz 301ms
npm http fetch GET 200 https://registry.npmjs.org/jest/-/jest-20.9.7.tgz 153ms
npm http fetch GET 200 https://registry.npmjs.org/lodash/-/lodash-18.6.2.tgz 348ms
npm http fetch GET 200 https://registry.npmjs.org/react/-/react-20.3.6.tgz 67ms
npm http fetch GET 200 https://registry.npmjs.org/lodash/-/lodash-15.11.13.tgz 340ms
npm http fetch GET 200 https://registry.npmjs.org/typescript/-/typescript-15.10.5.tgz 399ms
npm http fetch GET 200 https://registry.npmjs.org/typescript/-/typescript-18.6.6.tgz 342ms
npm http fetch GET 200 https://registry.npmjs.org/jest/-/jest-19.11.11.tgz 366ms
npm http fetch GET 200 https://registry.npmjs.org/typescript/-/typescript-16.2.14.tgz 268ms
npm http fetch GET 200 https://registry.npmjs.org/babel-core/-/babel-core-15.2.4.tgz 450ms
npm http fetch GET 200 https://registry.npmjs.org/typescript/-/typescript-17.3.3.tgz 305ms
npm http fetch GET 200 https://registry.npmjs.org/axios/-/axios-15.10.0.tgz 164ms
npm http fetch GET 200 https://registry.npmjs.org/vue/-/vue-17.12.11.tgz 84ms
npm http fetch GET 200 https://registry.npmjs.org/lodash/-/lodash-17.2.17.tgz 344ms
npm http fetch GET 200 https://registry.npmjs.org/axios/-/axios-19.9.12.tgz 366ms
npm http fetch GET 200 https://registry.npmjs.org/react/-/react-19.3.18.tgz 291ms
npm ERR! Cannot find module '@scope/missing-pkg'
npm ERR! at /opt/build/node_modules/some/file.js:42:13
npm ERR! npm ERR! A complete log of this run can be found in:
npm ERR! /root/.npm/_logs/2026-04-25T13_00_00_000Z-debug.log
